,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
73,4901142.0,74.0,2012-05-17 17:47:00.000000,57.41699981689453,-56.834999084472656,35.315804553099625,35.68075341311065
74,4901142.0,75.0,2012-05-27 20:18:00.000000,56.92399978637695,-56.59600067138672,34.279014504036766,33.97270054564731
75,4901142.0,76.0,2012-06-06 17:42:00.000000,56.41999816894531,-56.41400146484375,33.861507344169546,33.21882259926161
76,4901142.0,77.0,2012-06-16 20:18:00.000000,55.64799880981445,-56.1870002746582,34.23738399697694,33.175380779445405
77,4901142.0,78.0,2012-06-26 20:21:00.000000,55.229000091552734,-54.19200134277344,33.21131824888998,35.169051158514435
78,4901142.0,79.0,2012-07-06 20:07:00.000000,54.60300064086914,-52.527000427246094,33.302287275364144,34.49488427277442
79,4901142.0,80.0,2012-07-16 17:16:00.000000,53.73099899291992,-51.16699981689453,32.35656879460193,32.82830460986374
80,4901142.0,81.0,2012-07-26 17:42:00.000000,53.82899856567383,-51.51599884033203,30.784829547573008,32.15293225265519
81,4901142.0,82.0,2012-08-05 17:49:00.000000,53.2859992980957,-50.9630012512207,31.8365257670596,32.45157846988126
0,4901779.0,0.0,2015-05-15 09:59:00.000000,56.31079864501953,-52.926300048828125,32.00354229254712,32.87155808372462
1,4901779.0,1.0,2015-05-24 13:50:00.000000,57.18830108642578,-54.465301513671875,33.58574266598199,32.75571735101477
2,4901779.0,2.0,2015-06-03 13:40:00.000000,56.62540054321289,-52.456199645996094,33.642784845668196,32.690261078493386
3,4901779.0,3.0,2015-06-13 13:50:00.000000,57.202980041503906,-51.110389709472656,31.5402595491877,32.522637615007454
4,4901779.0,4.0,2015-06-23 13:49:00.000000,57.15019989013672,-49.6598014831543,32.13002384904497,32.25404227793579
5,4901779.0,5.0,2015-07-03 13:46:59.999999,57.4099006652832,-48.885799407958984,31.987697874799114,32.03002462478054
6,4901779.0,6.0,2015-07-13 13:43:00.000000,57.663700103759766,-48.8568000793457,31.361227192005448,31.651546183836917
7,4901779.0,7.0,2015-07-23 13:46:00.000000,57.129600524902344,-47.32590103149414,29.73903853587518,31.561697696349995
8,4901779.0,8.0,2015-08-02 13:46:59.999999,57.256500244140625,-46.30379867553711,29.342115133609045,31.70020963496057
0,4901780.0,0.0,2015-05-15 04:32:00.000000,56.90019989013672,-52.24380111694336,33.008755033767194,32.77677687022964
1,4901780.0,1.0,2015-05-24 14:34:00.000000,56.77370071411133,-51.95790100097656,32.37638417882342,32.71435526437739
2,4901780.0,2.0,2015-06-03 14:39:59.999999,57.089900970458984,-51.385101318359375,32.469061268913265,32.61222495594583
3,4901780.0,3.0,2015-06-13 14:43:00.000000,57.86735916137695,-51.40745544433594,31.61020789127823,32.44522503323622
4,4901780.0,4.0,2015-06-23 14:45:00.000000,57.51060104370117,-53.52750015258789,31.29426457341401,32.328534540549335
5,4901780.0,5.0,2015-07-03 14:43:00.000000,57.574798583984375,-55.04199981689453,31.231982340351205,31.946735089161002
6,4901780.0,6.0,2015-07-13 14:43:00.000000,57.78369903564453,-55.95819854736328,30.68693527808403,32.27501562748138
8,4901780.0,9.0,2015-08-12 14:47:00.000000,57.397701263427734,-56.36429977416992,29.221008754018744,32.29862381839175
9,4901780.0,10.0,2015-08-22 14:46:00.000000,56.805999755859375,-55.98270034790039,29.10559081632775,32.22126905251795
10,4901780.0,11.0,2015-09-01 14:43:00.000000,56.487117767333984,-54.94884490966797,28.898431930738624,31.79151004388634
11,4901780.0,12.0,2015-09-11 14:44:00.000000,56.66339874267578,-55.476200103759766,28.494081340221665,31.437730903541485
12,4901780.0,13.0,2015-09-21 14:47:59.999999,56.863094329833984,-55.138118743896484,28.411663874524088,31.544807257327207
13,4901780.0,14.0,2015-10-01 14:38:00.000000,56.44919967651367,-55.49639892578125,28.444587238988813,31.715290609710383
14,4901780.0,15.0,2015-10-11 14:43:00.000000,55.95029830932617,-55.3849983215332,28.53163270539343,31.707007622288707
15,4901780.0,16.0,2015-10-21 14:43:00.000000,55.663700103759766,-54.350101470947266,28.879009801690152,32.30206073550492
16,4901780.0,17.0,2015-10-31 14:47:00.000000,55.434600830078125,-53.302398681640625,29.283952010815362,32.31868790469932
17,4901780.0,18.0,2015-11-10 14:43:00.000000,55.3218994140625,-52.2671012878418,29.542680362685076,32.65150105052943
18,4901780.0,21.0,2015-12-10 14:47:00.000000,56.294498443603516,-53.74829864501953,30.978367794414236,33.45567044598797
19,4901780.0,23.0,2015-12-30 14:43:00.000000,57.462459564208984,-53.437042236328125,30.274920490011034,33.306635817430106
20,4901780.0,26.0,2016-01-29 14:37:00.000000,57.830055236816406,-54.45521926879883,29.810094683655812,33.27988518672507
21,4901780.0,27.0,2016-02-08 14:34:00.000000,57.67827606201172,-54.29765319824219,29.657055945937575,33.228572551201445
